N,rho,AB_bias,AB_se,SYS_bias,SYS_se,AB_valid,SYS_valid,experiment,model,experiment_type,date_time
5000,.25,.000535233,.027099775,-.0099721113,.019654695,500,500,2,B,exp2_more_selection,14 Jul 2025 16:20:02
